"status","year ","wage","state","occupational_group","job_title","employer_name"
"CERTIFIED","2013","70000.0","TX","Software Developers, Applications","SOFTWARE SUPPORT ENGINEER","VYOPTA INCORPORATED"
"CERTIFIED","2013","94501.47","WA","Computer Occupations, All Other","LEAD SOFTWARE TEST ENGINEER","TELECOMMUNICATION SYSTEMS, INC"
"CERTIFIED","2013","78600.0","CA","Computer Programmers","PROGRAMMER ANALYST","COLLABERA SOLUTIONS PVT LTD FORMERLY GCI SOLUTIONS"
"CERTIFIED","2013","75566.0","NJ","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","FISERV GLOBAL SERVICES, INC."
"CERTIFIED","2013","38500.0","FL","Public Relations Specialists","PUBLIC RELATIONS COORDINATOR","HIPPOCRATES HEALTH INSTITUTE, INC."
"CERTIFIED","2013","82000.0","IA","Software Developers, Systems Software","SENIOR SOFTWARE ENGINEER","ROCKWELL COLLINS, INC."
"CERTIFIED","2013","60000.0","MA","Landscape Architects","LANDSCAPE ARCHITECT","REED HILDERBRAND LLC"
"CERTIFIED","2013","85000.0","NY","Computer Systems Analysts","ANALYST/DEVELOPER","GOLDMAN, SACHS & CO."
"CERTIFIED","2013","58000.0","VA","Computer Programmers","PROGRAMMER ANALYST","BUSINESSOBJECT SOLUTIONS, INC."
"CERTIFIED","2013","79000.0","WI","Biological Scientists, All Other","CLINICAL MOLECULAR GENETICIST","PREVENTIONGENETICS, LLC"
"CERTIFIED","2013","60000.0","MO","Computer Systems Analysts","BUSINESS PROCESS ANALYST (SOFTWARE DEVELOPMENT)","SOFTPATH TECHNOLOGIES LLC"
"CERTIFIED","2013","60000.0","MN","Computer Systems Analysts","QUALITY ASSURANCE ENGINEER","SAGITEC SOLUTIONS LLC"
"CERTIFIED","2013","65631.0","WI","Computer Occupations, All Other","TEST ANALYST- US","INFOSYS LIMITED"
"CERTIFIED","2013","51979.0","MI","Physicians and Surgeons, All Other","RESIDENT PHYSICIAN","HURLEY MEDICAL CENTER"
"CERTIFIED","2013","60000.0","KY","Computer Systems Analysts","PROGRAMMER ANALYST","COOLSOFT, LLC"
"CERTIFIED","2013","67445.0","IL","Computer Systems Analysts","TECHNOLOGY ANALYST-US","INFOSYS LIMITED"
"CERTIFIED","2013","157643.0","CA","Human Resources Managers","HR DIRECTOR AND BUSINESS PARTNER","CADENCE DESIGN SYSTEMS, INC."
"CERTIFIED","2013","63500.0","UT","Health Technologists and Technicians, All Other","GENETIC COUNSELOR","MYRIAD GENETIC LABORATORIES, INC."
"CERTIFIED","2013","103000.0","CA","Network and Computer Systems Administrators","QUALITY ASSURANCE ENGINEER","RIVERBED TECHNOLOGY, INC."
"CERTIFIED","2013","56326.0","FL","Software Developers, Applications","PREDICTIVE ANALYTICS AND MACHINE LEARNING SOFTWARE","SITEWIT CORP."
"CERTIFIED","2013","128073.0","WA","Software Developers, Applications","SENIOR SOFTWARE DEVELOPMENT ENGINEER IN TEST","MICROSOFT CORPORATION"
"CERTIFIED","2013","65000.0","VA","Computer Systems Analysts","BUSINESS SYSTEMS ANALYST","PARAMOUNT GLOBAL SOLUTIONS, INC."
"CERTIFIED","2013","60000.0","NC","Computer Programmers","PROGRAMMER ANALYST","STAT9 TECHNOLOGIES INC."
"CERTIFIED","2013","57500.0","CA","Foreign Language and Literature Teachers, Postseco","LECTURER","THE UNIVERSITY OF SOUTHERN CALIFORNIA"
"CERTIFIED","2013","74000.0","MA","Computer Occupations, All Other","SOFTWARE QUALITY ENGINEER II","EMC CORPORATION"
"CERTIFIED","2013","86986.0","OR","Industrial Engineers","PROCESS ENGINEER","INTEL CORPORATION"
"CERTIFIED","2013","67000.0","IL","Computer Occupations, All Other","SOFTWARE QUALITY ASSURANCE ENGINEER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2013","50000.0","CA","Computer Occupations, All Other","APPLICATIONS AND QA ENGINEER","INTERNEER INC."
"CERTIFIED","2013","60000.0","FL","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","BONA FIDE MANAGEMENT, INC."
"CERTIFIED","2013","100000.0","NJ","Computer Occupations, All Other","TECHNICAL SUPPORT","HSBC BANK USA, N.A."
"CERTIFIED","2013","105000.0","CA","Materials Scientists","PRINCIPAL RESEARCH ENGINEER","HGST, INC."
"CERTIFIED","2013","70000.0","CA","Computer Systems Analysts","NETWORK SYSTEMS ANALYST","BODHTREE SOLUTIONS,INC"
"CERTIFIED","2013","70000.0","NC","Software Developers, Applications","SOFTWARE ENGINEER","SHINEWELL TECHNOLOGIES INC."
"CERTIFIED","2013","68500.0","UT","Industrial Engineers","AREA INDUSTRIAL ENGINEER","IM FLASH TECHNOLOGIES, LLC"
"CERTIFIED","2013","60800.0","RI","Operations Research Analysts","SR. QUANTITATIVE ANALYST","RBS CITIZENS FINANCIAL GROUP, INC."
"CERTIFIED","2013","53477.0","GA","Computer Occupations, All Other","IT BUSINESS SYSTEMS ANALYST","AMKO SOFTWARE SOLUTIONS, INC."
"CERTIFIED","2013","46197.0","FL","Computer Occupations, All Other","SOFTWARE QUALITY ASSURANCE ENGINEER AND TESTER","FISERV GLOBAL SERVICES, INC."
"CERTIFIED","2013","50000.0","CT","Business Operations Specialists, All Other","KYC/BUSINESS ANALYST","MEDTECH STAFFING & SOLUTIONS, INC"
"CERTIFIED","2013","69938.0","WA","Computer Programmers","PROGRAMMER","TECH MAHINDRA (AMERICAS), INC."
"CERTIFIED","2013","60382.0","WA","Computer Occupations, All Other","SOFTWARE TEST ENGINEER","PACTERA TECHNOLOGIES NA, INC"
"CERTIFIED","2013","60000.0","TX","Computer Occupations, All Other","QUALITY ASSURANCE ANALYST","TECH MAHINDRA (AMERICAS), INC."
"DENIED","2013","54000.0","IL","Software Developers, Systems Software","SYSTEMS ENGINEER","AUTOMOTIVE ROBOTICS, INC."
"CERTIFIED","2013","120000.0","IL","Management Analysts","ADVISORY SENIOR","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2013","60000.0","TX","Computer Programmers","PROGRAMMER ANALYST","BUSINESSOBJECT SOLUTIONS, INC."
"CERTIFIED","2013","60000.0","NY","Computer Programmers","PROGRAMMER ANALYST","POLARIS SOFTWARE LAB (INDIA) LTD."
"CERTIFIED","2013","173900.0","DC","Financial Analysts","SENIOR ASSOCIATE","IFC ASSET MANAGEMENT COMPANY, LLC"
"CERTIFIED","2013","98301.0","CA","Computer Programmers","PROJECT MANAGER - IV","HCL AMERICA, INC."
"CERTIFIED","2013","63502.0","PA","Statisticians","QUANTITATIVE RESEARCH ASSOCIATE","SUSQUEHANNA INTERNATIONAL GROUP, LLP"
"CERTIFIED","2013","65645.0","NY","Computer Occupations, All Other","LEAD ENGINEER","WIPRO LIMITED"
"CERTIFIED","2013","56888.0","FL","Computer Programmers","COMPUTER PROGRAMMER","NTT DATA, INC."
"CERTIFIED","2013","60000.0","NE","Computer Programmers","SOFTWARE/PROGRAMMER ANALYST","UNITED IT SOLUTIONS"
"CERTIFIED","2013","78000.0","CA","Computer Systems Analysts","SR. COMPUTER PROGRAMMER ANALYST","PERSISTENT SYSTEMS, INC."
"CERTIFIED","2013","50000.0","NC","Logisticians","SENIOR SOURCING ANALYST","XERIUM TECHNOLOGIES, INC."
"CERTIFIED","2013","55740.0","MI","Computer Occupations, All Other","COMPUTER SYSTEMS ENGINEER/CONSULTANT","LARSEN & TOUBRO LIMITED"
"CERTIFIED","2013","61326.0","OR","Computer Occupations, All Other","TEST ENGINEER - US","INFOSYS LIMITED"
"CERTIFIED","2013","72254.0","MN","Computer Systems Analysts","TECHNOLOGY LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2013","65000.0","MA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST / PROGRAMMER","OCTO TELEMATICS NORTH AMERICA, LLC"
"CERTIFIED","2013","89750.0","CA","Market Research Analysts and Marketing Specialists","PRODUCT DATA ANALYST (MARKET RESEARCH ANALYST)","BUFFER, INC."
"CERTIFIED","2013","126000.0","CA","Computer and Information Systems Managers","CHIEF TECHNOLOGY OFFICER, SOFTWARE ENGINEERING","TREASURE DATA, INC."
"CERTIFIED","2013","65000.0","NY","Network and Computer Systems Administrators","JUNIOR NETWORK ENGINEER","YEXT, INC."
"CERTIFIED","2013","61000.0","PA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","INDUS SOLUTIONS INC."
"CERTIFIED","2013","70000.0","CA","Software Developers, Applications","PROGRAMMER/ ANALYST","ONE TEAM US, LLC"
"CERTIFIED","2013","57075.0","TX","Computer Systems Analysts","SYSTEMS ANALYST","ACCEL INTERNATIONAL, INC."
"CERTIFIED","2013","48000.0","CA","Market Research Analysts and Marketing Specialists","MARKET RESEARCH ANALYST","DBS BANK LTD."
"CERTIFIED","2013","105000.0","PA","Computer Systems Analysts","SENIOR ASSOCIATE/ COMPUTER SYSTEMS ANALYST","LIQUIDHUB, INC."
"CERTIFIED","2013","61526.0","CA","Commercial and Industrial Designers","INTERACTION DESIGNER","IDEO LLC"
"CERTIFIED","2013","61000.0","NY","Management Analysts","TAX STAFF","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2013","75629.0","AZ","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","NTT DATA, INC."
"CERTIFIED","2013","108000.0","TX","Software Developers, Systems Software","FIRMWARE ENGINEER II - DESIGN CENTER","STARKEY LABORATORIES, INC."
"CERTIFIED","2013","50000.0","FL","Database Administrators","DATABASE ADMINISTRATOR","SREE INFOTECH LLC"
"CERTIFIED","2013","95000.0","GA","Information Security Analysts, Web Developers, and","SHAREPOINT WEB DEVELOPER","BUSINESS COMPUTER APPLICATIONS, INC."
"CERTIFIED","2013","62000.0","WI","Computer Systems Analysts","SYSTEMS ANALYST","AMBA SYSTEMS"
"CERTIFIED","2013","54000.0","NJ","Computer Programmers","COMPUTER PROGRAMMER","AK SYSTEMS, INC."
"CERTIFIED","2013","60000.0","TX","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","HORIZON TECHNOLOGIES INC"
"CERTIFIED","2013","106633.0","GA","Computer Occupations, All Other","SENIOR PROJECT MANAGER - US","INFOSYS LIMITED"
"CERTIFIED","2013","71000.0","MA","Software Developers, Applications","DATA WAREHOUSE DEVELOPER/ANALYST","THE MATHWORKS, INC."
"CERTIFIED","2013","57250.0","NC","Computer Programmers","SENIOR SOFTWARE DEVELOPER","UST GLOBAL INC."
"CERTIFIED","2013","67000.0","MA","Software Developers, Applications","ASSOCIATE SOFTWARE ARCHITECT","UST GLOBAL INC"
"CERTIFIED","2013","60000.0","NJ","Computer Occupations, All Other","SOFTWARE QUALITYASURANCE ENIGNEERS & TESTERS","NEXAGE TECHNOLOGIES, USA, INC"
"CERTIFIED","2013","64000.0","NY","Historians","RESEARCH SCHOLAR","NEW YORK UNIVERSITY"
"WITHDRAWN","2013","75000.0","OH","Software Developers, Applications","JAVA DEVELOPER","EPROINFOSYSTEMS,LLC"
"CERTIFIED","2013","90000.0","MA","Biological Scientists, All Other","SENIOR SCIENTIST","SCHRDINGER, INC."
"CERTIFIED","2013","61422.0","MN","Industrial Engineers","SUPPLIER QUALITY IMPROVEMENT ENGINEER","CUMMINS INC."
"CERTIFIED","2013","70000.0","NY","Management Analysts","ADVISORY STAFF","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2013","101130.0","TX","Computer Occupations, All Other","TECHNICAL SOLUTIONS ARCHITECT, TEAM LEAD","ELITE, A DIVISION OF WEST SERVICES, INC."
"CERTIFIED","2013","72000.0","IL","Statisticians","ANALYTICS MODELER","SMART FORESIGHT, LLC"
"CERTIFIED","2013","60570.0","VA","Management Analysts","CMMI PROGRAM ANALYST","INDRASOFT, INC."
"CERTIFIED","2013","52000.0","IL","Computer Programmers","PROGRAMMER ANALYST","STONERIVER, INC."
"CERTIFIED","2013","63606.0","TX","Mechanical Engineers","ONSITE PROJECT COORDINATOR","BARRY-WEHMILLER COMPANIES, INC."
"CERTIFIED","2013","47216.0","IL","Computer Systems Analysts","TECHNICAL ANALYST I","TRANSUNION LLC"
"CERTIFIED","2013","53394.0","NJ","Computer Programmers","PROGRAMMER ANALYST","SMART TEAM GLOBAL, LLC"
"CERTIFIED","2013","43826.0","TX","Geological and Petroleum Technicians","SEISMIC DATA PROCESSING ENGINEER","SCHLUMBERGER TECHNOLOGY CORPORATION"
"CERTIFIED","2013","65000.0","TX","Electronics Engineers, Except Computer","ENGINEER I","YOKOGAWA CORPORATION OF AMERICA"
"CERTIFIED","2013","60000.0","FL","Computer Occupations, All Other","SENIOR LEAD PROJECT MANAGER","SENTEY, INC."
"CERTIFIED","2013","90000.0","PA","Software Developers, Systems Software","CONSULTANT","DELOITTE CONSULTING LLP"
"CERTIFIED","2013","61000.0","NJ","Management Analysts","BUSINESS ANALYST","EXCELTO SOLUTIONS, LLC."
"CERTIFIED","2013","65000.0","CA","Computer Programmers","GAME PROGRAMMER","THE ODD GENTLEMEN, LLC"
"CERTIFIED","2013","58000.0","TX","Computer Programmers","PROGRAMMER ANALYST","CNET GLOBAL SOLUTIONS, INC"
"CERTIFIED","2013","175000.0","NY","General and Operations Managers","VICE PRESIDENT - BUSINESS DEVELOPMENT","NOMORERACK.COM, INC."
"CERTIFIED","2013","42120.0","AR","Computer Systems Analysts","SYSTEMS ANALYST","UST GLOBAL INC."
"CERTIFIED","2013","49000.0","MA","Accountants and Auditors","STAFF ACCOUNTANT","ALEXANDER, ARONSON, FINNING & CO. CPA PC"
"CERTIFIED","2013","60000.0","MI","Information Security Analysts, Web Developers, and","COMPUTER NETWORK ARCHITECT","VIGILANT TECHNOLOGIES LLC"
"CERTIFIED","2013","52000.0","TX","Computer Programmers","PROGRAMMER ANALYST","INFOSMART SYSTEMS INC"
"CERTIFIED","2013","76627.0","FL","Software Developers, Applications","SOFTWARE DEVELOPER","NTT DATA, INC."
"CERTIFIED","2013","66000.0","IL","Network and Computer Systems Administrators","NETWORK ANALYST","ITEK CONSULTING SERVICES INC"
"CERTIFIED","2013","62500.0","NJ","Computer Occupations, All Other","QA ANALYST","SIGMA GROUP INC"
"CERTIFIED","2013","62587.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","SMALLBOARD.COM"
"CERTIFIED","2013","51000.0","NJ","Cost Estimators","PROJECT ESTIMATOR","ONEKEY LLC"
"CERTIFIED","2013","65915.0","IL","Software Developers, Applications","TECHNICAL CONSULTANT","GLOBAL TECH & RESOURCES, INC."
"CERTIFIED","2013","64064.0","TX","Information Security Analysts, Web Developers, and","SYSTEMS ENGINEER","NEXIUS INSIGHT, INC."
"CERTIFIED","2013","75000.0","NJ","Network and Computer Systems Administrators","SYSTEM ENGINEER","ASTRON CONSULTING LLC"
"CERTIFIED","2013","51000.0","WV","Occupational Therapists","OCCUPATIONAL THERAPIST","WEST VIRGINIA REGIONAL REHABILITATION HOSPITAL"
"CERTIFIED","2013","65000.0","FL","Software Developers, Applications","SOFTWARE DEVELOPER","ADMIN ESOLUTIONS INC"
"CERTIFIED","2013","74006.0","MD","Software Developers, Applications","SOFTWARE ENGINEER, MTS LEVEL 2","HUGHES NETWORK SYSTEMS LLC"
"CERTIFIED","2013","135000.0","MI","Operations Research Analysts","SENIOR CONSULANT","ROLAND BERGER STRATEGY CONSULTANTS LLC"
"CERTIFIED","2013","75000.0","NH","Software Developers, Applications","APPLICATIONS CONSULTANT","ONEGLOBE LLC"
"CERTIFIED","2013","40000.0","NY","Community and Social Service Specialists, All Othe","BRANCH MANAGER","GRAMEEN AMERICA, INC."
"CERTIFIED","2013","63816.0","NC","Pediatricians, General","FELLOW","DUKE UNIVERSITY HEALTH SYSTEM"
"CERTIFIED","2013","65300.0","MI","Software Developers, Systems Software","ERS SENIOR CONSULTANT","DELOITTE & TOUCHE LLP"
"CERTIFIED","2013","60000.0","NY","Computer Programmers","PROGRAMMER ANALYST","ECS FIN INC."
"CERTIFIED","2013","60000.0","NY","Computer Programmers","COMPUTER PROGRAMMER","HP INFOSYSTEMS LLC"
"CERTIFIED","2013","46384.0","WI","Computer Occupations, All Other","QUALITY ASSURANCE ANALYST","MASTEREX TECHNOLOGIES INC."
"DENIED","2013","51361.0","CO","Software Developers, Systems Software","STAFF SOFTWARE ENGINEER","RICOH PRODUCTION PRINT SOLUTIONS"
"DENIED","2013","83200.0","FL","Computer and Information Systems Managers","PROJECT MANAGER","MERIDIAN INTEGRATION, LLC"
"CERTIFIED","2013","74304.0","IL","Computer Occupations, All Other","TECHNICAL TEST LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2013","60000.0","IL","Computer Programmers","PROGRAMMER ANALYST","VERINON TECHNOLOGY SOLUTIONS LTD."
"CERTIFIED","2013","60528.0","NJ","Mechanical Engineers","MECHANICAL ENGINEER","ITC INFOTECH (USA), INC."
"CERTIFIED","2013","105000.0","CA","Software Developers, Systems Software","SOFTWARE ENGINEER","THOUSAND EYES, INC."
"CERTIFIED","2013","77709.0","NY","Software Developers, Applications","PROGRAMMER ANALYST","ERP ANALYSTS, INC."
"CERTIFIED","2013","135000.0","SC","Marketing Managers","STRATEGIC MARKETING DIRECTOR","GIANT CEMENT HOLDING INC."
"CERTIFIED","2013","70000.0","PA","Healthcare Practitioners and Technical Workers, Al","CHIEF RESIDENT","EINSTEIN PRACTICE PLAN, INC."
"CERTIFIED","2013","75000.0","NJ","Computer Systems Analysts","NEW ASSOCIATE PROGRAMMER ANALYST","GOLDMAN, SACHS & CO."
"CERTIFIED","2013","60000.0","VA","Computer Programmers","PROGRAMMER ANALYST","PIONEER CORPORATE SERVICES INC"
"CERTIFIED","2013","110000.0","KY","General and Operations Managers","PLANT MANAGER","GRUPO ANTOLIN KENTUCKY, INC."
"CERTIFIED","2013","64000.0","GA","Computer Programmers","ORACLE DEVELOPER","SAVI TECHNOLOGIES, INC"
"CERTIFIED","2013","45800.0","FL","Computer Programmers","PROGRAMMER","SOFT COMPUTER CONSULTANTS, INC."
"CERTIFIED","2013","79600.0","IL","Computer Systems Analysts","SYSTEM ANALYST","SATURN INFOTECH INC"
"CERTIFIED","2013","72254.0","AR","Computer Systems Analysts","TECHNOLOGY LEAD- US","INFOSYS LIMITED"
"CERTIFIED","2013","55000.0","NY","Fashion Designers","ASSOCIATE DESIGNER","J.C. PENNEY CORPORATION, INC."
"CERTIFIED","2013","57000.0","KS","General and Operations Managers","HR GLOBAL BUSINESS PARTNER","CESSNA AIRCRAFT COMPANY"
"CERTIFIED","2013","106000.0","CA","Electrical Engineers","RF ENGINEER","HTN WIRELESS, LLC"
"CERTIFIED","2013","105123.0","CA","Aerospace Engineers","AEROSPACE ENGINEER","ADVANCED ROTORCRAFT TECHNOLOGY, INC."
"CERTIFIED","2013","112000.0","WA","Financial Managers","FINANCE MANAGER","MICROSOFT CORPORATION"
"CERTIFIED","2013","100000.0","PA","Software Developers, Applications","LEAD AUTOMATION ENGINEER (DELTAV)","ZENTEK AUTOMATION US, INC."
"CERTIFIED","2013","120000.0","CA","Software Developers, Applications","APPLICATION ENGINEER","ROHDE &AMP; SCHWARZ, INC."
"CERTIFIED","2013","102000.0","CA","Budget Analysts","BUDGET ANALYST","MODERN EVERYDAY, INC."
"CERTIFIED","2013","66685.0","CA","Computer Systems Analysts","ASSOCIATE (ADVISORY)","PRICEWATERHOUSECOOPERS, LLP"
"CERTIFIED","2013","82500.0","CA","Operations Research Analysts","BUSINESS ANALYST","HARMAN PROFESSIONAL, INC."
"CERTIFIED","2013","84802.0","CA","Software Developers, Applications","TEAM LEAD SOFTWARE DEVELOPMENT","FORTINET, INC."
"CERTIFIED","2013","76690.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","ADCHEMY, INC."
"CERTIFIED","2013","45000.0","WA","Computer Programmers","COMPUTER PROGRAMMER","MATRICAL, INC."
"CERTIFIED","2013","68000.0","GA","Computer Occupations, All Other","COMPUTER SYSTEMS ENGINEERS/ARCHITECTS","THE DILIGENT GROUP LLC"
"CERTIFIED","2013","60000.0","VA","Computer Programmers","QA ANALYST","ISOFTECH INC"
"CERTIFIED","2013","77000.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","SEEDONK, INC."
"CERTIFIED","2013","65206.0","NJ","Computer Systems Analysts","TECHNICAL ANALYST","ORACLE FINANCIAL SERVICES SOFTWARE, INC."
"CERTIFIED","2013","108534.0","IL","Computer Systems Analysts","LEAD QUALITY ASSURANCE ANALYST","THOUGHTWORKS, INC."
"CERTIFIED","2013","67500.0","AR","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","SOLUTIONS RESOURCE, LLC."
"CERTIFIED","2013","95000.0","TX","Management Analysts","STRATEGY ANALYST","AMERICAN AIRLINES, INC."
"CERTIFIED","2013","99200.0","TX","Software Developers, Applications","LEAD (SOFTWARE DEVELOPER)","SYMPHONY SERVICES CORP."
"CERTIFIED","2013","88900.0","TX","Software Developers, Applications","SENIOR DEVELOPER","SYMPHONY SERVICES CORP."
"CERTIFIED","2013","128000.0","TX","Electrical Engineers","PROJECT DIRECTOR","DRESSER-RAND COMPANY"
"CERTIFIED","2013","60000.0","CA","Computer Occupations, All Other","SOFTWARE QA ENGINEER","BRILLIANT SOFTWARE SOLUTIONS, INC."
"CERTIFIED","2013","63003.0","MN","Computer Occupations, All Other","CONSULTANT","WIPRO LIMITED"
"CERTIFIED","2013","71510.0","NY","Computer Occupations, All Other","CONSULTANT LEVEL 3","WIPRO LIMITED"
"CERTIFIED","2013","65541.0","CA","Computer Occupations, All Other","ARCHITECT LEVEL 2","WIPRO LIMITED"
"CERTIFIED","2013","71921.0","FL","Computer Systems Analysts","TECHNOLOGY LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2013","84000.0","CA","Computer Systems Analysts","SAP FI/CO CONSULTANT","DELASOFT, INC."
"CERTIFIED","2013","75000.0","GA","Computer Systems Analysts","SENIOR SYSTEMS ANALYST","ENRICH LLC"
"CERTIFIED","2013","60000.0","NJ","Computer Programmers","PROGRAMMER ANALYST","ESYSTEMS, INC."
"CERTIFIED","2013","60000.0","TX","Network and Computer Systems Administrators","COMPUTER SYSTEMS ADMINISTRATOR","GLOBAL BRIDGE INFOTECH INC,."
"CERTIFIED","2013","115000.0","IL","Management Analysts","ADVISORY SENIOR","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2013","65000.0","NJ","Computer Systems Analysts","BUSINESS ANALYST","ESYSTEMS, INC."
"CERTIFIED","2013","75878.0","NY","Computer Systems Analysts","SOFTWARE SPECIALIST","SYSTEMS TASK GROUP INTERNATIONAL LIMITED"
"CERTIFIED","2013","67350.0","MD","Computer Programmers","PROGRAMMER ANALYST","INFOLABS INC"
"CERTIFIED","2013","73000.0","TN","Physicists","RESEARCH ASSOCIATE PROFESSOR","VANDERBILT UNIVERSITY"
"CERTIFIED","2013","85000.0","GA","Software Developers, Applications","SENIOR REDPRAIRIE DEVELOPER/ARCHITECT","ASAP SOLUTIONS GROUP"
"CERTIFIED","2013","65499.0","CA","Advertising and Promotions Managers","ADVERTISING AND PROMOTIONS MANAGER","INTERNATIONAL TEA IMPORTERS INC."
"CERTIFIED","2013","42000.0","PA","Community and Social Service Specialists, All Othe","FAMILY ASSESSMENT FORMS QUALITY ASSURANCE ANALYST","INTERCULTURAL FAMILY SERVICES, INC."
"CERTIFIED","2013","50000.0","AZ","Network and Computer Systems Administrators","NETWORK ADMINISTRATOR","KEY SOFTWARE SOLUTIONS, INC."
"CERTIFIED","2013","75000.0","IL","Mechanical Engineers","VICE PRESIDENT, RESEARCH AND DEVELOPMENT","CONCENTRIC ROCKFORD INC."
"CERTIFIED","2013","55500.0","NJ","Computer Programmers","PROGRAMMER ANALYST","SUNRAY INFORMATICS INC."
"CERTIFIED","2013","60000.0","IL","Computer Systems Analysts","SYSTEMS ANALYST","CLOUDQUEST TECHNOLOGIES, LLC"
"CERTIFIED","2013","95000.0","FL","Mechanical Engineers","PROJECT ENGINEER","OKEELANTA CORPORATION"
"CERTIFIED","2013","72500.0","MA","Software Developers, Applications","SOFTWARE ENGINEER","SCANDENT GROUP, INC."
"CERTIFIED","2013","65000.0","TX","Computer Systems Analysts","CONSULTANT","EVOLVEAID INC"
"CERTIFIED","2013","60000.0","MO","Computer Programmers","PROGRAMMER ANALYST","PROGRAMMER RESOURCES INTERNATIONAL, INC."
"CERTIFIED","2013","66000.0","PA","Software Developers, Applications","SOFTWARE ENGINEER","HITACHI CONSULTING CORPORATION"
"CERTIFIED","2013","60000.0","FL","Computer Programmers","PROGRAMMER ANALYST","PALVAI GLOBAL SERVICES INC"
"CERTIFIED","2013","71795.0","FL","Computer Systems Analysts","CONSULTANT - US","INFOSYS LIMITED"
"CERTIFIED","2013","52284.0","TN","Health Diagnosing and Treating Practitioners, All","RESIDENT PHYSICIAN","EAST TENNESSEE STATE UNIVERSITY"
"CERTIFIED","2013","40000.0","MD","Graphic Designers","DIGITAL MEDIA GRAPHIC DESIGNER","SEVEN PUBLISHING COMPANY LLC"
"CERTIFIED","2013","43118.0","NJ","Computer Occupations, All Other","QUALITY ASSURANCE ANALYST","MASTEREX TECHNOLOGIES INC."
"CERTIFIED","2013","60000.0","NY","Physical Therapists","PHYSICAL THERAPIST","ISAAC GROUP LLC"
"CERTIFIED","2013","110000.0","MA","Software Developers, Applications","SENIOR SOFTWARE ENGINEER","PIXILY, INC."
"DENIED","2013","60000.0","PA","Computer Programmers","ANALYST PROGRAMMER","TITAN TECHNOLOGIES INC"
"DENIED","2013","41600.0","NJ","Microbiologists","SR. MICROBIOLOGIST","POLYORGANIC TECHNOLOGIES CORP."
"WITHDRAWN","2013","44555.0","FL","Computer Programmers","PROGRAMMER","THE SEWING MACHINE GROUP CORP."
"CERTIFIED","2013","77000.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","NFOLKS LLC"
"CERTIFIED","2013","60000.0","AR","Computer Systems Analysts","PROGRAMMER ANALYST","PEARLSOFT SOLUTIONS INCORPORATED"
"CERTIFIED","2013","115686.0","OH","Computer Occupations, All Other","SENIOR TECHNOLOGY ARCHITECT - US","INFOSYS LIMITED"
"CERTIFIED","2013","60000.0","GA","Software Developers, Applications","SOFTWARE ENGINEER","NUTECH SYSTEMS, INC."
"CERTIFIED","2013","80000.0","AZ","Software Developers, Applications","COMPUTER SOFTWARE ENGINEER","GUIDANCETEK, INC."
"CERTIFIED","2013","140000.0","NY","Operations Research Analysts","ASSOCIATE","DEUTSCHE BANK NEW YORK BRANCH"
"CERTIFIED","2013","52000.0","CA","Market Research Analysts and Marketing Specialists","PRODUCT DEVELOPMENT ANALYST","MELLMO INC."
"CERTIFIED","2013","80000.0","SC","Financial Analysts","MANAGER OF PRICING AND ANALYTICS","AMERICAN CREDIT ACCEPTANCE"
"CERTIFIED","2013","88754.0","VA","Computer Occupations, All Other","QA ENGINEER III","NEUSTAR, INC."
"CERTIFIED","2013","39000.0","OH","Chemical Technicians","POSTDOCTORAL RESEARCH ASSOCIATE","KENT STATE UNIVERSITY"
"CERTIFIED","2013","60000.0","MI","Software Developers, Applications","PROGRAMMER ANALYST","STRATEGIC SYSTEMS, INC."
"CERTIFIED","2013","105352.0","MA","Computer Systems Analysts","LEAD CONSULTANT/TECHNICAL LEAD","COLLABORATIVE CONSULTING, LLC"
"CERTIFIED","2013","72000.0","CA","Computer Systems Analysts","COMPUTER PROGRAMMER ANALYST","PERSISTENT SYSTEMS, INC."
"CERTIFIED","2013","60000.0","FL","Computer Programmers","PROGRAMMER ANALYST","PROMATRIX CORP"
"CERTIFIED","2013","61800.0","IN","Computer Programmers","COMPUTER PROGRAMMER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2013","60000.0","NJ","Computer Programmers","PROGRAMMER ANALYST","DOLI SYSTEMS INC."
